Name,Surname,Client Code,Reference Month,Total Liquidity,Total Loans/Engagements,Total Investments,Interest Margin,Food Expenses,Transport Expenses,Entertainment Expenses,Healthcare Expenses,Consultant Name,Consultant Code
Michelle,Martin,432d82da-199b-4615-ba77-21b1c2dc0345,2024-09-01,40383.0,10.0,8467.083,23.848457,348.1482,153.21964,89.78929,153.17278,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Michelle,Martin,432d82da-199b-4615-ba77-21b1c2dc0345,2024-10-01,40383.0,10.0,8478.683,23.75947,357.9471,150.96806,91.412704,154.48134,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Michelle,Martin,432d82da-199b-4615-ba77-21b1c2dc0345,2024-11-01,40383.0,10.0,8489.382,23.699907,367.03183,148.96057,92.96993,155.6783,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Michelle,Martin,432d82da-199b-4615-ba77-21b1c2dc0345,2024-12-01,40383.0,10.0,8499.248,23.65453,375.45316,147.16553,94.46117,156.78732,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-01-01,98554.625,10.0,9306.962,52.55955,473.95227,290.34967,185.73152,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-02-01,97730.96,10.0,9296.796,51.8465,477.4716,283.55936,184.89989,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-03-01,96238.71,10.0,9468.119,50.542145,463.5236,272.23798,192.05817,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-04-01,94357.44,10.0,9601.693,49.74125,450.25543,261.27386,199.17003,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-05-01,92545.48,10.0,9728.8955,48.92075,436.60587,250.54227,206.19078,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-06-01,90787.43,10.0,9846.1045,48.228115,423.32227,240.71144,213.11862,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-07-01,89173.0,10.0,9959.977,47.577827,410.4918,231.68416,219.71336,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-08-01,87729.125,10.0,10077.684,46.960384,398.19812,223.13449,225.69212,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-09-01,86414.61,10.0,10199.66,46.384212,386.48773,215.12338,231.14963,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-10-01,85211.62,10.0,10326.545,45.854572,375.36133,207.74918,236.15994,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-11-01,84125.45,10.0,10457.372,45.383007,364.75165,201.12602,240.77377,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brad,Moore,20977064-fdea-4851-a1f8-324b4e9f6c40,2024-12-01,83156.84,10.0,10591.553,44.97005,354.6523,195.22061,245.08148,101.99999,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-01-01,67565.19,10.0,12716.565,37.15518,501.4347,167.92436,85.6029,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-02-01,66391.92,10.0,12666.001,36.9658,507.00162,162.7836,86.36816,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-03-01,66503.86,10.0,12666.001,36.910652,509.6595,154.37663,89.78807,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-04-01,66402.97,10.0,12666.001,36.782455,510.24612,146.0058,93.392815,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-05-01,66248.46,10.0,12666.001,36.689323,510.80756,137.85088,96.8841,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-06-01,66103.7,10.0,12666.001,36.600586,511.44656,129.82678,100.265366,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-07-01,65968.06,10.0,12666.001,36.514412,512.0439,121.95757,103.537575,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-08-01,65838.87,10.0,12666.001,36.42986,512.559,114.28502,106.68614,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-09-01,65714.9,10.0,12666.001,36.346912,512.98755,106.8231,109.710075,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-10-01,65597.26,10.0,12666.001,36.26219,513.3952,101.0,112.629074,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-11-01,65480.703,10.0,12666.001,36.179615,513.73615,101.0,115.45157,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Louis,Thomas,841159be-3694-4d5d-b45a-c0de82902be3,2024-12-01,65365.812,10.0,12666.001,36.108833,513.8687,101.0,118.219795,100.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-01-01,16035.398,10.0,25550.0,16.71778,518.9901,227.24202,58.573452,212.03496,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-02-01,17090.049,10.0,25550.0,16.71126,519.42456,224.64,55.721638,204.93874,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-03-01,17739.264,10.0,25550.0,17.034939,522.31793,224.47707,50.47521,198.60652,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-04-01,18457.875,10.0,25550.0,17.442177,526.8296,223.31693,50.0,191.8399,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-05-01,19165.434,10.0,25550.0,17.807943,531.1669,222.54568,50.0,185.48114,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-06-01,19824.178,10.0,25550.0,18.166574,535.198,221.92952,50.0,179.69557,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-07-01,20434.793,10.0,25550.0,18.510546,539.0356,221.34055,50.0,174.5155,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-08-01,21003.947,10.0,25550.0,18.830647,542.6297,220.75436,50.0,169.89085,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-09-01,21532.953,10.0,25550.0,19.125383,545.8874,220.25523,50.0,165.76593,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-10-01,22020.883,10.0,25550.0,19.39662,548.792,219.88275,50.0,162.12796,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-11-01,22477.209,10.0,25550.0,19.64315,551.2385,219.71332,50.0,158.9085,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Mcdonald,bb6909db-b748-4b8c-89e7-d5ce5746cfff,2024-12-01,22908.107,10.0,25550.0,19.867609,553.14233,219.82169,50.0,156.0442,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-01-01,45084.215,10.0,32858.0,33.704506,615.8687,102.0,95.05176,204.52682,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-02-01,45881.746,10.0,32858.0,33.844414,619.90784,102.0,96.461586,205.33044,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-03-01,46390.26,10.0,32858.0,33.95467,622.7292,102.0,97.1899,206.91373,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-04-01,46710.27,10.0,32858.0,34.05855,625.18207,102.0,97.2782,208.75336,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-05-01,46996.13,10.0,32858.0,34.19208,627.7011,102.0,97.32901,210.60396,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-06-01,47276.383,10.0,32858.0,34.326725,630.3537,102.0,97.34859,212.45715,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-07-01,47555.37,10.0,32858.0,34.461075,633.1938,102.0,97.35484,214.31436,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-08-01,47834.734,10.0,32858.0,34.59545,636.24445,102.0,97.35309,216.17935,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-09-01,48114.91,10.0,32858.0,34.730217,639.5136,102.0,97.34519,218.05481,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-10-01,48396.434,10.0,32858.0,34.865685,643.00977,102.0,97.332565,219.94324,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-11-01,48678.188,10.0,32858.0,35.001575,646.736,102.0,97.32573,221.79407,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Tanya,Hernandez,f15d5c80-f2fa-41d1-8e5a-4cb39e5dfa72,2024-12-01,48960.96,10.0,32858.0,35.138054,650.7025,102.0,97.326256,223.60724,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-01-01,34100.78,10.0,2270.987,16.937912,397.82993,101.99999,71.165726,190.2176,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-02-01,34642.97,10.0,2292.3894,17.319336,401.98755,101.99999,70.29989,187.90038,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-03-01,35043.54,10.0,2299.7886,17.514145,404.9899,101.99999,66.07089,187.19278,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-04-01,35450.555,10.0,2309.2205,17.717094,408.89725,101.99999,62.210484,186.44543,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-05-01,35856.914,10.0,2316.7908,17.95224,412.59067,101.99999,58.181923,185.65521,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-06-01,36268.766,10.0,2324.1548,18.172165,416.3583,101.99999,54.03174,184.93616,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-07-01,36675.594,10.0,2330.793,18.393143,420.13043,101.99999,50.0,184.23926,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-08-01,37081.965,10.0,2336.9766,18.611742,423.94913,101.99999,50.0,183.5731,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-09-01,37478.8,10.0,2342.5564,18.822203,427.68408,101.99999,50.0,182.9572,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-10-01,37857.69,10.0,2347.528,19.027128,431.2884,101.99999,50.0,182.3699,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-11-01,38221.516,10.0,2351.934,19.224142,434.72626,101.99999,50.0,181.78825,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Jake,Lopez,27f40c55-0664-40e2-b1fd-41833f595f7e,2024-12-01,38571.37,10.0,2355.815,19.413368,438.00623,101.99999,50.0,181.21188,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-01-01,25072.3,10.0,18650.725,17.64481,654.78265,261.27075,171.6348,167.5668,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-02-01,25642.29,10.0,18806.85,18.069166,645.423,259.77643,171.9754,159.89894,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-03-01,25432.115,10.0,18823.945,18.162529,636.1173,260.41095,172.22226,152.75443,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-04-01,25385.777,10.0,18885.223,18.157042,627.57275,261.3703,172.62148,146.25368,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-05-01,25352.479,10.0,18946.424,18.165813,619.3434,262.34174,172.82822,139.89017,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-06-01,25326.955,10.0,19018.113,18.180079,611.43036,263.23682,173.04219,133.9001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-07-01,25307.29,10.0,19099.979,18.198763,603.7921,264.0267,173.23915,128.21213,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-08-01,25297.068,10.0,19192.764,18.228136,596.3527,264.6466,173.40018,122.76112,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-09-01,25293.3,10.0,19295.297,18.264202,589.1004,265.11072,173.51831,117.54503,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-10-01,25293.064,10.0,19406.834,18.305325,582.0225,265.42154,173.58824,112.56348,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-11-01,25293.84,10.0,19526.717,18.350155,575.10803,265.581,173.60481,107.81755,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Billy,Smith,14931a5e-07f6-4eb4-b4dc-5a03ac4195ea,2024-12-01,25293.258,10.0,19653.92,18.400421,568.3665,265.60587,173.58885,103.32116,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-01-01,26039.955,10.0,42779.89,26.53553,645.9673,321.51508,162.44672,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-02-01,25825.258,10.0,42636.023,26.573563,648.0078,319.40262,160.3632,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-03-01,25870.445,10.0,42598.94,26.570896,648.72626,320.09088,160.01071,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-04-01,25928.107,10.0,42559.72,26.591698,649.2136,320.67566,159.67679,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-05-01,25987.621,10.0,42524.695,26.615032,649.63605,321.18246,159.34541,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-06-01,26050.385,10.0,42491.016,26.635008,650.07416,321.69525,159.01431,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-07-01,26112.668,10.0,42458.617,26.65515,650.53503,322.21567,158.68462,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-08-01,26174.57,10.0,42427.41,26.675442,651.0215,322.74643,158.35637,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-09-01,26236.105,10.0,42397.363,26.695856,651.5347,323.28827,158.02905,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-10-01,26297.193,10.0,42368.457,26.716415,652.0757,323.8426,157.70288,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-11-01,26357.818,10.0,42340.68,26.737103,652.64484,324.41064,157.37796,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
James,Johnson,53a5e4e8-7c35-40e6-a0db-e191f31fecc3,2024-12-01,26417.947,10.0,42314.01,26.757904,653.243,324.9938,157.05441,101.0,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-01-01,100800.88,10.0,34986.28,62.014126,674.1428,140.63647,83.3907,178.81743,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-02-01,100141.945,10.0,34921.984,62.01726,667.60846,143.23033,83.64312,178.90788,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-03-01,99327.32,10.0,34633.07,61.83319,666.14667,142.41223,82.133484,177.83746,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-04-01,98685.6,10.0,34391.953,61.421604,664.1698,142.17224,81.000534,176.68587,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-05-01,98021.664,10.0,34147.953,61.00087,662.1634,142.13326,79.88809,175.4807,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-06-01,97320.305,10.0,33905.754,60.56758,660.26324,142.33798,78.79725,174.31209,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-07-01,96605.516,10.0,33667.41,60.12367,658.43384,142.73405,77.7178,173.17517,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-08-01,95868.88,10.0,33433.49,59.672726,656.6467,143.31664,76.645355,172.07274,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-09-01,95107.484,10.0,33204.79,59.214264,654.8696,144.07509,75.57497,171.00385,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-10-01,94324.984,10.0,32981.816,58.74641,653.10046,145.0001,74.514435,169.97144,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-11-01,93521.69,10.0,32764.94,58.26962,651.33655,146.09245,73.47112,168.97879,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joanne,White,992ca84c-1e6a-4e5a-a3c0-bcdc4260f1a4,2024-12-01,92699.09,10.0,32554.684,57.784306,649.5758,147.3476,72.4518,168.0301,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-01-01,130023.41,10.0,14767.3125,70.13256,517.86456,161.55762,168.43532,123.78672,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-02-01,130245.01,10.0,14756.441,70.16213,515.56116,161.79907,166.684,126.11155,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-03-01,130497.38,73.52141,14759.595,70.41605,511.6117,160.30002,165.167,129.35516,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-04-01,130790.37,36.66832,14765.702,70.584625,507.90784,159.04231,163.44669,132.80614,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-05-01,131114.86,10.0,14773.007,70.75506,504.36624,157.76059,161.7114,136.384,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-06-01,131451.23,10.0,14781.012,70.92848,501.08163,156.58142,159.9339,139.94559,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-07-01,131781.9,10.0,14789.277,71.0955,498.04828,155.51622,158.08095,143.44809,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-08-01,132102.28,10.0,14797.655,71.259476,495.2578,154.54149,156.16548,146.91267,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-09-01,132413.97,10.0,14805.806,71.41989,492.70468,153.63734,154.1934,150.37805,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-10-01,132716.8,10.0,14813.417,71.575806,490.38803,152.78845,152.16962,153.85638,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-11-01,133006.31,10.0,14819.94,71.72835,488.32513,151.96228,150.12381,157.281,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Joseph,Cox,a1f0d0ef-71b6-4eee-9f94-aaf738dc94c1,2024-12-01,133285.12,10.0,14825.374,71.875275,486.5111,151.1516,148.05107,160.65842,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-01-01,5822.0474,10.0,6033.945,4.2694864,231.92303,142.51329,51.0,239.22328,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-02-01,5815.397,10.0,6046.477,4.65572,228.3961,139.16563,51.0,243.41307,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-03-01,5921.924,10.0,6084.802,4.842034,229.59935,135.16022,51.0,246.96132,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-04-01,6004.504,10.0,6117.749,5.029903,232.07733,131.74937,51.0,251.1167,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-05-01,6093.946,10.0,6150.3936,5.1753173,234.75314,128.9088,51.0,255.14354,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-06-01,6184.445,10.0,6182.676,5.2911057,237.51451,126.55995,51.0,259.0384,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Anne,Butler,1a99cbbe-513a-427b-a49b-7a705ac4c195,2024-07-01,6275.2236,10.0,6214.294,5.3920317,240.39935,124.65249,51.0,262.78333,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
